Year,SCA
2020-08-01,33.08
2020-09-01,29.83
2020-10-01,24.51
2020-11-01,16.01
2020-12-01,4.70
2021-01-01,0.71
2021-02-01,1.63
2021-03-01,0.31
2021-04-01,0.42
2021-05-01,5.39
2021-06-01,23.30
2021-07-01,25.49
2021-08-01,22.72
2021-09-01,29.15
2021-10-01,20.22
2021-11-01,5.95
2021-12-01,0.53
2022-01-01,0.17
2022-02-01,0.26
2022-03-01,0.18
2022-04-01,1.41
2022-05-01,20.36
2022-06-01,28.36
2022-07-01,38.67
2022-08-01,33.85
2022-09-01,28.19
2022-10-01,20.19
2022-11-01,9.88
2022-12-01,1.11
2023-01-01,0.23
2023-02-01,0.19
2023-03-01,0.16
2023-04-01,0.57
2023-05-01,17.51
2023-06-01,21.51
2023-07-01,28.67
2023-08-01,29.56
2023-09-01,29.19
2023-10-01,26.40
2023-11-01,23.48
2023-12-01,17.18
