date,value
2009-11-01,35.18
2009-12-01,3.18
2010-01-01,3.67
2010-02-01,3.20
2010-03-01,4.28
2010-04-01,9.52
2010-05-01,32.21
2010-06-01,50.28
2010-07-01,70.83
2010-08-01,62.73
2010-09-01,41.38
2010-10-01,35.38
2010-11-01,20.43
2010-12-01,2.93
2011-01-01,3.39
2011-02-01,3.52
2011-03-01,4.40
2011-04-01,13.87
2011-05-01,31.39
2011-06-01,48.33
2011-07-01,66.19
2011-08-01,57.55
2011-09-01,46.04
2011-10-01,31.15
2011-11-01,18.90
2011-12-01,3.63
2012-01-01,3.19
2012-02-01,2.86
2012-03-01,3.99
2012-04-01,11.63
2012-05-01,47.77
2012-06-01,67.98
2012-07-01,70.54
2012-08-01,62.79
2012-09-01,49.42
2012-10-01,37.35
2012-11-01,19.81
2012-12-01,1.81
2013-01-01,4.12
2013-02-01,3.27
2013-03-01,4.52
2013-04-01,8.57
2013-05-01,27.63
2013-06-01,54.19
2013-07-01,56.42
2013-08-01,60.45
2013-09-01,53.49
2013-10-01,34.93
2013-11-01,22.33
2013-12-01,2.96
2014-01-01,3.27
2014-02-01,3.33
2014-03-01,4.85
2014-04-01,8.89
2014-05-01,35.26
2014-06-01,61.98
2014-07-01,61.74
2014-08-01,42.39
2014-09-01,37.05
2014-10-01,29.03
2014-11-01,27.17
2014-12-01,1.97
2015-01-01,3.64
2015-02-01,3.15
2015-03-01,6.12
2015-04-01,10.84
2015-05-01,23.86
2015-06-01,58.12
2015-07-01,61.12
2015-08-01,61.55
2015-09-01,48.30
2015-10-01,34.32
2015-11-01,21.11
2015-12-01,1.91
2016-01-01,3.48
2016-02-01,3.78
2016-03-01,4.40
2016-04-01,11.43
2016-05-01,15.38
2016-06-01,27.07
2016-07-01,37.55
2016-08-01,51.49
2016-09-01,32.34
2016-10-01,17.32
2016-11-01,4.63
2016-12-01,1.74
2017-01-01,2.21
2017-02-01,2.40
2017-03-01,4.61
2017-04-01,7.05
2017-05-01,21.24
2017-06-01,61.73
2017-07-01,59.23
2017-08-01,50.15
2017-09-01,48.41
2017-10-01,25.25
2017-11-01,17.38
2017-12-01,1.95
2018-01-01,2.92
2018-02-01,3.44
2018-03-01,7.64
2018-04-01,20.88
2018-05-01,29.93
2018-06-01,48.49
2018-07-01,68.45
2018-08-01,57.71
2018-09-01,41.40
2018-10-01,30.24
2018-11-01,16.35
2018-12-01,2.07
2019-01-01,2.89
2019-02-01,4.15
2019-03-01,4.17
2019-04-01,10.11
2019-05-01,29.94
2019-06-01,54.48
2019-07-01,58.16
2019-08-01,50.74
2019-09-01,50.99
2019-10-01,31.94
2019-11-01,7.07
2019-12-01,1.43
2020-01-01,2.89
2020-02-01,3.26
2020-03-01,3.86
2020-04-01,10.60
2020-05-01,27.97
2020-06-01,62.30
2020-07-01,68.58
2020-08-01,62.92
2020-09-01,46.69
2020-10-01,37.99
2020-11-01,14.18
2020-12-01,2.36
2021-01-01,3.21
2021-02-01,3.46
2021-03-01,3.57
2021-04-01,10.91
2021-05-01,18.85
2021-06-01,58.04
2021-07-01,50.75
2021-08-01,43.72
2021-09-01,38.75
2021-10-01,17.53
2021-11-01,9.29
2021-12-01,3.40
2022-01-01,3.41
2022-02-01,2.89
2022-03-01,5.74
2022-04-01,14.07
2022-05-01,24.74
2022-06-01,61.92
2022-07-01,69.48
2022-08-01,62.86
2022-09-01,41.85
2022-10-01,33.27
2022-11-01,4.28
2022-12-01,3.28
2023-01-01,3.93
2023-02-01,3.12
2023-03-01,5.73
2023-04-01,9.16
2023-05-01,24.18
2023-06-01,70.35
2023-07-01,75.11
