Year,SCA
2014-05-01,22.60
2014-06-01,30.81
2014-07-01,35.62
2014-08-01,14.44
2014-09-01,6.41
2014-10-01,3.26
2014-11-01,2.97
2014-12-01,1.56
2015-01-01,0.24
2015-02-01,0.89
2015-03-01,1.39
2015-04-01,4.60
2015-05-01,16.66
2015-06-01,30.71
2015-07-01,28.43
2015-08-01,23.13
2015-09-01,12.36
2015-10-01,3.90
2015-11-01,1.51
2015-12-01,0.42
2016-01-01,0.28
2016-02-01,0.72
2016-03-01,1.54
2016-04-01,4.82
2016-05-01,6.98
2016-06-01,16.70
2016-07-01,19.19
2016-08-01,14.11
2016-09-01,3.51
2016-10-01,2.95
2016-11-01,0.92
2016-12-01,0.59
2017-01-01,1.58
2017-02-01,1.06
2017-03-01,0.59
2017-04-01,1.88
2017-05-01,13.12
2017-06-01,46.02
2017-07-01,30.71
2017-08-01,14.53
2017-09-01,11.04
2017-10-01,3.61
2017-11-01,0.71
2017-12-01,0.76
2018-01-01,0.77
2018-02-01,0.64
2018-03-01,3.78
2018-04-01,13.83
2018-05-01,14.33
2018-06-01,34.13
2018-07-01,36.67
2018-08-01,21.05
2018-09-01,7.75
2018-10-01,3.00
2018-11-01,1.46
2018-12-01,1.32
2019-01-01,2.07
2019-02-01,0.84
2019-03-01,1.11
2019-04-01,4.51
2019-05-01,18.15
2019-06-01,34.37
2019-07-01,31.26
2019-08-01,19.15
2019-09-01,13.75
2019-10-01,5.31
2019-11-01,1.96
2019-12-01,0.62
2020-01-01,1.51
2020-02-01,0.62
2020-03-01,1.39
2020-04-01,4.78
2020-05-01,15.83
2020-06-01,38.83
2020-07-01,38.18
2020-08-01,23.92
2020-09-01,9.82
2020-10-01,4.30
2020-11-01,0.59
2020-12-01,1.24
2021-01-01,0.72
2021-02-01,0.29
2021-03-01,1.17
2021-04-01,5.47
2021-05-01,13.51
2021-06-01,32.40
2021-07-01,28.68
2021-08-01,17.25
2021-09-01,10.35
2021-10-01,3.27
2021-11-01,1.29
2021-12-01,0.18
2022-01-01,0.36
2022-02-01,0.49
2022-03-01,2.79
2022-04-01,6.74
2022-05-01,18.06
2022-06-01,39.03
2022-07-01,45.17
2022-08-01,27.50
2022-09-01,16.36
2022-10-01,5.23
2022-11-01,1.78
2022-12-01,0.88
2023-01-01,0.28
2023-02-01,2.14
2023-03-01,9.29
2023-04-01,7.09
2023-05-01,19.71
2023-06-01,36.44
2023-07-01,49.85
2023-08-01,25.14
2023-09-01,18.48
2023-10-01,5.01
2023-11-01,4.75
2023-12-01,1.17
