Year,SCA
2014-12-01,3.53
2015-01-01,2.51
2015-02-01,1.95
2015-03-01,1.71
2015-04-01,3.82
2015-05-01,20.75
2015-06-01,55.75
2015-07-01,57.35
2015-08-01,54.50
2015-09-01,44.65
2015-10-01,33.26
2015-11-01,4.37
2015-12-01,4.16
2016-01-01,2.98
2016-02-01,1.93
2016-03-01,1.71
2016-04-01,5.92
2016-05-01,7.82
2016-06-01,25.58
2016-07-01,29.69
2016-08-01,40.21
2016-09-01,32.80
2016-10-01,11.25
2016-11-01,4.45
2016-12-01,1.90
2017-01-01,1.25
2017-02-01,1.34
2017-03-01,1.61
2017-04-01,2.60
2017-05-01,25.75
2017-06-01,55.79
2017-07-01,61.66
2017-08-01,38.09
2017-09-01,49.29
2017-10-01,29.84
2017-11-01,7.64
2017-12-01,4.90
2018-01-01,3.24
2018-02-01,2.32
2018-03-01,2.88
2018-04-01,13.10
2018-05-01,21.32
2018-06-01,46.83
2018-07-01,62.51
2018-08-01,49.21
2018-09-01,27.63
2018-10-01,29.97
2018-11-01,6.73
2018-12-01,4.54
2019-01-01,3.67
2019-02-01,2.56
2019-03-01,1.96
2019-04-01,5.69
2019-05-01,17.95
2019-06-01,57.05
2019-07-01,49.39
2019-08-01,48.11
2019-09-01,35.13
2019-10-01,28.72
2019-11-01,5.59
2019-12-01,4.63
2020-01-01,3.58
2020-02-01,2.33
2020-03-01,2.31
2020-04-01,6.37
2020-05-01,23.81
2020-06-01,43.65
2020-07-01,67.13
2020-08-01,53.92
2020-09-01,47.70
2020-10-01,35.16
2020-11-01,6.28
2020-12-01,5.12
2021-01-01,2.92
2021-02-01,2.61
2021-03-01,1.73
2021-04-01,2.96
2021-05-01,16.05
2021-06-01,49.59
2021-07-01,49.76
2021-08-01,38.38
2021-09-01,30.86
2021-10-01,8.49
2021-11-01,4.12
2021-12-01,3.08
2022-01-01,2.12
2022-02-01,1.33
2022-03-01,2.43
2022-04-01,5.97
2022-05-01,33.69
2022-06-01,67.09
2022-07-01,64.94
2022-08-01,64.20
2022-09-01,36.94
2022-10-01,27.84
2022-11-01,5.72
2022-12-01,3.32
2023-01-01,1.93
2023-02-01,1.55
2023-03-01,2.07
2023-04-01,3.38
2023-05-01,27.20
2023-06-01,59.95
2023-07-01,68.07
2023-08-01,53.31
2023-09-01,46.69
2023-10-01,36.52
2023-11-01,12.01
2023-12-01,6.24
