Year,SCA
2022-09-01,22.41
2022-10-01,10.55
2022-11-01,3.06
2022-12-01,1.25
2023-01-01,0.65
2023-02-01,0.67
2023-03-01,1.16
2023-04-01,2.25
2023-05-01,20.22
2023-06-01,44.61
2023-07-01,70.34
2023-08-01,34.06
2023-09-01,28.14
2023-10-01,16.18
2023-11-01,8.03
2023-12-01,3.24
