Year,Month,SCA,CCA
2009,6,8.63,17.16
2009,7,25.34,18.97
2009,8,20.66,20.29
2009,9,11.53,10.17
2009,10,3.98,6.06
2009,11,0.28,0.89
2009,12,0.14,0.48
2010,1,0.47,0.24
2010,2,0.20,0.10
2010,3,0.10,0.40
2010,4,1.04,2.03
2010,5,10.92,18.83
2010,6,31.12,18.80
2010,7,21.74,4.78
2010,8,13.42,7.16
2010,9,8.47,3.68
2010,10,2.09,0.98
2010,11,0.38,0.68
2010,12,0.13,0.04
2011,1,0.16,0.09
2011,2,0.36,0.48
2011,3,1.20,0.13
2011,4,0.69,0.16
2011,5,0.19,0.47
2011,6,28.20,24.22
2011,7,30.58,28.72
2011,8,27.89,14.65
2011,9,15.64,1.55
2011,10,4.83,1.36
2011,11,0.60,0.24
2011,12,0.38,0.37
2012,1,0.42,0.13
2012,2,0.45,0.08
2012,3,0.16,0.08
2012,4,6.35,12.16
2012,5,12.50,13.51
2012,6,25.08,12.85
2012,7,18.07,2.82
2012,8,18.60,18.74
2012,9,9.84,4.35
2012,10,3.57,1.25
2012,11,0.58,1.28
2012,12,0.14,0.06
2013,1,0.85,2.19
2013,2,0.77,0.07
2013,3,0.21,0.21
2013,4,0.11,0.58
2013,5,9.42,13.26
2013,6,23.31,11.84
2013,7,21.05,7.85
2013,8,19.56,8.19
2013,9,12.27,6.71
2013,10,7.83,6.10
2013,11,1.85,1.58
2013,12,0.23,0.52
2014,1,0.29,0.05
2014,2,0.11,0.13
2014,3,0.12,0.39
2014,4,0.17,0.46
2014,5,0.38,5.40
2014,6,20.70,17.84
2014,7,14.38,10.98
2014,8,3.44,3.07
2014,9,6.09,10.83
2014,10,1.61,9.42
2014,11,0.12,4.59
2014,12,0.08,0.21
2015,1,0.07,0.68
2015,2,0.18,0.30
2015,3,6.32,7.86
2015,4,10.65,1.13
2015,5,3.52,1.55
2015,6,1.39,0.15
2015,7,30.86,17.33
2015,8,43.92,34.34
2015,9,28.38,22.11
2015,10,23.72,22.11
2015,11,11.61,2.05
2015,12,1.99,0.43
2016,1,0.25,6.00
2016,2,0.18,0.08
2016,3,0.21,1.26
2016,4,10.60,25.31
2016,5,16.72,53.06
2016,6,43.79,29.43
2016,7,37.62,20.14
2016,8,32.17,0.72
2016,9,24.91,0.62
2016,10,15.01,7.47
2016,11,5.95,0.12
2016,12,1.66,0.08
2017,1,0.38,0.06
2017,2,0.51,0.33
2017,3,0.33,0.02
2017,4,0.25,4.68
2017,5,10.77,35.81
2017,6,39.96,26.97
2017,7,28.04,11.56
2017,8,23.24,8.66
2017,9,15.39,10.89
2017,10,5.83,0.68
2017,11,2.00,2.94
2017,12,0.16,0.34
2018,1,0.58,0.33
2018,2,0.28,0.14
2018,3,0.39,0.11
2018,4,0.16,0.74
2018,5,0.84,11.39
2018,6,21.64,17.86
2018,7,10.63,8.48
2018,8,6.19,1.34
2018,9,2.05,10.07
2018,10,13.87,15.64
2018,11,5.33,0.21
2018,12,0.64,0.33
2019,1,0.20,0.06
2019,2,0.20,0.12
2019,3,0.12,0.77
2019,4,0.94,1.97
2019,5,3.14,18.46
2019,6,22.03,14.36
2019,7,14.64,16.25
2019,8,7.04,0.40
2019,9,3.67,6.31
2019,10,0.38,4.06
2019,11,0.18,0.51
2019,12,0.09,0.08
2020,1,0.32,0.19
2020,2,0.18,0.01
2020,3,0.09,0.46
2020,4,0.69,1.56
2020,5,0.23,10.04
2020,6,18.41,32.70
2020,7,20.47,12.82
2020,8,6.10,1.05
2020,9,2.19,0.61
2020,10,4.04,6.05
2020,11,0.58,0.82
2020,12,0.15,0.07
2021,1,0.65,0.21
2021,2,0.72,0.15
2021,3,1.68,0.47
2021,4,0.52,0.41
2021,5,3.90,4.56
2021,6,17.20,11.36
2021,7,7.98,6.15
2021,8,2.67,5.23
2021,9,2.80,0.51
2021,10,0.13,0.07
2021,11,0.10,0.28
2021,12,0.11,0.05
2022,1,0.55,1.03
2022,2,0.30,0.08
2022,3,0.11,0.03
2022,4,0.05,0.83
2022,5,0.47,13.20
2022,6,26.46,43.85
2022,7,35.06,25.42
2022,8,30.44,4.99
2022,9,18.16,0.75
2022,10,10.15,0.68
2022,11,1.79,1.89
2022,12,0.43,0.19
2023,1,0.70,0.24
2023,2,0.48,0.03
2023,3,0.14,0.04
2023,4,0.72,0.79
2023,5,1.07,3.33
2023,6,4.32,13.86
2023,7,7.37,14.93
2023,8,2.48,6.97
2023,9,2.34,17.24
2023,10,0.27,5.83
2023,11,0.42,2.06
2023,12,0.09,0.22
2024,1,0.09,0.22
2024,2,0.13,0.82
2024,3,0.07,0.30
2024,4,13.52,15.01
