Year,SCA
2008-08-01,7.66
2008-09-01,1.19
2008-10-01,1.22
2008-11-01,0.22
2008-12-01,0.05
2009-01-01,0.17
2009-02-01,0.18
2009-03-01,0.44
2009-04-01,0.85
2009-05-01,7.54
2009-06-01,10.29
2009-07-01,6.76
2009-08-01,5.67
2009-09-01,1.43
2009-10-01,1.14
2009-11-01,0.95
2009-12-01,0.20
2010-01-01,0.13
2010-02-01,0.09
2010-03-01,0.15
2010-04-01,1.04
2010-05-01,6.68
2010-06-01,9.23
2010-07-01,12.78
2010-08-01,5.67
2010-09-01,2.80
2010-10-01,0.84
2010-11-01,0.44
2010-12-01,0.22
2011-01-01,0.11
2011-02-01,0.07
2011-03-01,0.56
2011-04-01,1.99
2011-05-01,6.47
2011-06-01,12.01
2011-07-01,11.84
2011-08-01,5.99
2011-09-01,1.76
2011-10-01,0.42
2011-11-01,0.23
2011-12-01,0.12
2012-01-01,0.08
2012-02-01,0.13
2012-03-01,0.16
2012-04-01,1.29
2012-05-01,7.18
2012-06-01,12.14
2012-07-01,12.66
2012-08-01,3.59
2012-09-01,1.44
2012-10-01,0.43
2012-11-01,0.24
2012-12-01,0.38
2013-01-01,0.04
2013-02-01,0.13
2013-03-01,0.21
2013-04-01,1.06
2013-05-01,5.23
2013-06-01,11.05
2013-07-01,8.65
2013-08-01,6.00
2013-09-01,1.26
2013-10-01,0.59
2013-11-01,0.29
2013-12-01,0.08
2014-01-01,0.18
2014-02-01,0.06
2014-03-01,0.46
2014-04-01,1.57
2014-05-01,4.62
2014-06-01,12.65
2014-07-01,11.14
2014-08-01,3.58
2014-09-01,1.87
2014-10-01,0.84
2014-11-01,0.43
2014-12-01,0.20
2015-01-01,0.08
2015-02-01,0.05
2015-03-01,0.20
2015-04-01,0.86
2015-05-01,7.34
2015-06-01,14.65
2015-07-01,16.91
2015-08-01,8.55
2015-09-01,2.37
2015-10-01,0.79
2015-11-01,0.10
2015-12-01,0.33
2016-01-01,0.05
2016-02-01,0.09
2016-03-01,0.24
2016-04-01,1.04
2016-05-01,3.27
2016-06-01,8.97
2016-07-01,8.83
2016-08-01,4.43
2016-09-01,0.92
2016-10-01,0.55
2016-11-01,0.35
2016-12-01,0.29
2017-01-01,0.19
2017-02-01,0.12
2017-03-01,0.16
2017-04-01,0.50
2017-05-01,6.68
2017-06-01,14.67
2017-07-01,13.97
2017-08-01,6.87
2017-09-01,2.33
2017-10-01,0.89
2017-11-01,0.25
2017-12-01,0.16
2018-01-01,0.08
2018-02-01,0.13
2018-03-01,0.76
2018-04-01,3.83
2018-05-01,5.19
2018-06-01,11.40
2018-07-01,10.37
2018-08-01,3.91
2018-09-01,1.63
2018-10-01,0.66
2018-11-01,0.35
2018-12-01,0.21
2019-01-01,0.21
2019-02-01,0.10
2019-03-01,0.16
2019-04-01,2.00
2019-05-01,6.73
2019-06-01,12.43
2019-07-01,13.32
2019-08-01,4.44
2019-09-01,2.18
2019-10-01,0.55
2019-11-01,0.36
2019-12-01,0.23
2020-01-01,0.25
2020-02-01,0.26
2020-03-01,0.44
2020-04-01,1.44
2020-05-01,9.43
2020-06-01,14.22
2020-07-01,10.55
2020-08-01,4.39
2020-09-01,1.69
2020-10-01,0.52
2020-11-01,0.21
2020-12-01,0.14
2021-01-01,0.10
2021-02-01,0.07
2021-03-01,0.24
2021-04-01,1.21
2021-05-01,3.50
2021-06-01,13.41
2021-07-01,10.97
2021-08-01,4.43
2021-09-01,1.92
2021-10-01,0.38
2021-11-01,0.24
2021-12-01,0.06
2022-01-01,0.14
2022-02-01,0.07
2022-03-01,0.67
2022-04-01,3.05
2022-05-01,8.59
2022-06-01,14.85
2022-07-01,17.60
2022-08-01,9.15
2022-09-01,1.28
2022-10-01,0.97
2022-11-01,0.13
2022-12-01,0.29
2023-01-01,0.06
2023-02-01,0.18
2023-03-01,0.41
2023-04-01,1.06
2023-05-01,10.62
2023-06-01,18.83
2023-07-01,16.96
2023-08-01,9.22
2023-09-01,4.03
2023-10-01,0.75
2023-11-01,0.45
2023-12-01,0.19
