Year,SCA
2012-11-01,11.96
2012-12-01,8.99
2013-01-01,8.23
2013-02-01,9.14
2013-03-01,9.73
2013-04-01,13.08
2013-05-01,27.61
2013-06-01,37.45
2013-07-01,38.74
2013-08-01,33.62
2013-09-01,27.05
2013-10-01,16.99
2013-11-01,11.35
2013-12-01,8.08
2014-01-01,9.54
2014-02-01,8.62
2014-03-01,11.38
2014-04-01,13.76
2014-05-01,27.49
2014-06-01,42.10
2014-07-01,39.54
2014-08-01,24.78
2014-09-01,20.46
2014-10-01,16.19
2014-11-01,13.87
2014-12-01,8.32
2015-01-01,8.49
2015-02-01,8.75
2015-03-01,10.50
2015-04-01,14.27
2015-05-01,25.79
2015-06-01,41.28
2015-07-01,43.40
2015-08-01,36.58
2015-09-01,26.28
2015-10-01,17.37
2015-11-01,11.46
2015-12-01,8.89
2016-01-01,8.28
2016-02-01,8.54
2016-03-01,9.75
2016-04-01,13.71
2016-05-01,16.76
2016-06-01,26.24
2016-07-01,30.98
2016-08-01,24.67
2016-09-01,18.30
2016-10-01,13.37
2016-11-01,8.97
2016-12-01,6.38
2017-01-01,7.67
2017-02-01,8.59
2017-03-01,9.89
2017-04-01,11.34
2017-05-01,26.79
2017-06-01,47.57
2017-07-01,40.03
2017-08-01,27.16
2017-09-01,21.93
2017-10-01,14.76
2017-11-01,11.85
2017-12-01,9.06
2018-01-01,8.20
2018-02-01,8.88
2018-03-01,12.18
2018-04-01,22.65
2018-05-01,26.81
2018-06-01,41.79
2018-07-01,41.24
2018-08-01,29.74
2018-09-01,18.67
2018-10-01,16.36
2018-11-01,11.32
2018-12-01,8.37
2019-01-01,9.28
2019-02-01,8.50
2019-03-01,9.74
2019-04-01,13.33
2019-05-01,28.62
2019-06-01,40.97
2019-07-01,38.14
2019-08-01,29.65
2019-09-01,24.72
2019-10-01,16.51
2019-11-01,10.33
2019-12-01,8.40
2020-01-01,8.09
2020-02-01,8.69
2020-03-01,9.53
2020-04-01,14.17
2020-05-01,29.50
2020-06-01,46.17
2020-07-01,42.51
2020-08-01,31.90
2020-09-01,23.77
2020-10-01,18.28
2020-11-01,10.90
2020-12-01,9.60
2021-01-01,8.70
2021-02-01,8.11
2021-03-01,9.34
2021-04-01,15.02
2021-05-01,21.82
2021-06-01,41.14
2021-07-01,35.25
2021-08-01,28.27
2021-09-01,20.97
2021-10-01,12.71
2021-11-01,9.76
2021-12-01,8.00
2022-01-01,7.94
2022-02-01,8.20
2022-03-01,11.33
2022-04-01,17.04
2022-05-01,30.92
2022-06-01,45.77
2022-07-01,51.17
2022-08-01,37.37
2022-09-01,20.11
2022-10-01,16.59
2022-11-01,10.67
2022-12-01,8.35
2023-01-01,8.81
2023-02-01,8.75
2023-03-01,12.20
2023-04-01,13.04
2023-05-01,30.87
2023-06-01,48.59
2023-07-01,46.55
2023-08-01,31.42
2023-09-01,29.29
2023-10-01,20.26
2023-11-01,15.81
2023-12-01,10.97
