Year,SCA
2013-01-01,2.65
2013-02-01,3.07
2013-03-01,0.69
2013-04-01,0.57
2013-05-01,25.76
2013-06-01,57.75
2013-07-01,47.32
2013-08-01,32.78
2013-09-01,17.96
2013-10-01,4.81
2013-11-01,1.11
2013-12-01,1.12
2014-01-01,1.78
2014-02-01,0.60
2014-03-01,0.79
2014-04-01,0.73
2014-05-01,18.41
2014-06-01,14.60
2014-07-01,1.55
2014-08-01,5.21
2014-09-01,1.79
2014-10-01,1.15
2014-11-01,0.61
2014-12-01,0.37
2015-01-01,0.55
2015-02-01,1.18
2015-03-01,16.77
2015-04-01,52.66
2015-05-01,35.86
2015-06-01,63.16
2015-07-01,53.30
2015-08-01,36.42
2015-09-01,15.00
2015-10-01,14.46
2015-11-01,6.17
2015-12-01,2.19
2016-01-01,0.99
2016-02-01,0.62
2016-03-01,0.59
2016-04-01,6.32
2016-05-01,20.24
2016-06-01,55.99
2016-07-01,39.66
2016-08-01,32.66
2016-09-01,15.85
2016-10-01,5.88
2016-11-01,2.48
2016-12-01,2.36
2017-01-01,3.58
2017-02-01,2.99
2017-03-01,3.23
2017-04-01,3.46
2017-05-01,32.54
2017-06-01,82.43
2017-07-01,60.10
2017-08-01,34.48
2017-09-01,9.84
2017-10-01,2.38
2017-11-01,0.99
2017-12-01,0.70
2018-01-01,1.00
2018-02-01,3.37
2018-03-01,2.03
2018-04-01,1.78
2018-05-01,2.07
2018-06-01,1.90
2018-07-01,34.09
2018-08-01,69.80
2018-09-01,24.67
2018-10-01,8.17
2018-11-01,2.40
2018-12-01,0.73
2019-01-01,0.95
2019-02-01,2.85
2019-03-01,0.91
2019-04-01,5.73
2019-05-01,3.81
2019-06-01,13.08
2019-07-01,5.45
2019-08-01,1.01
2019-09-01,3.07
2019-10-01,1.33
2019-11-01,0.64
2019-12-01,0.47
2020-01-01,2.06
2020-02-01,0.86
2020-03-01,1.14
2020-04-01,1.13
2020-05-01,0.75
2020-06-01,18.02
2020-07-01,4.65
2020-08-01,1.56
2020-09-01,0.99
2020-10-01,0.89
2020-11-01,0.45
2020-12-01,0.43
2021-01-01,1.01
2021-02-01,0.89
2021-03-01,1.48
2021-04-01,0.36
2021-05-01,6.24
2021-06-01,43.71
2021-07-01,49.95
2021-08-01,37.40
2021-09-01,13.73
2021-10-01,5.01
2021-11-01,1.50
2021-12-01,1.32
2022-01-01,4.22
2022-02-01,2.04
2022-03-01,3.73
2022-04-01,0.62
2022-05-01,1.59
2022-06-01,45.33
2022-07-01,66.19
2022-08-01,42.88
2022-09-01,21.82
2022-10-01,7.78
2022-11-01,2.64
2022-12-01,0.98
2023-01-01,2.54
2023-02-01,4.66
2023-03-01,2.62
2023-04-01,1.69
2023-05-01,3.23
2023-06-01,3.45
2023-07-01,1.70
2023-08-01,0.65
2023-09-01,0.93
2023-10-01,1.20
2023-11-01,0.91
2023-12-01,0.40
