Year,SCA
2021-07-01,51.71
2021-08-01,36.54
2021-09-01,25.39
2021-10-01,17.29
2021-11-01,11.69
2021-12-01,10.60
2022-01-01,10.86
2022-02-01,11.72
2022-03-01,14.22
2022-04-01,23.07
2022-05-01,34.10
2022-06-01,48.34
2022-07-01,64.28
2022-08-01,43.71
2022-09-01,29.33
2022-10-01,19.83
2022-11-01,12.79
2022-12-01,11.39
2023-01-01,11.44
2023-02-01,8.90
2023-03-01,20.00
2023-04-01,24.38
2023-05-01,39.20
2023-06-01,51.23
2023-07-01,62.15
2023-08-01,46.91
2023-09-01,39.61
2023-10-01,24.68
2023-11-01,17.22
2023-12-01,15.14
