Year,SCA
2019-07-01,30.84
2019-08-01,24.08
2019-09-01,21.70
2019-10-01,12.39
2019-11-01,4.66
2019-12-01,1.91
2020-01-01,1.50
2020-02-01,1.42
2020-03-01,1.43
2020-04-01,4.56
2020-05-01,6.62
2020-06-01,25.13
2020-07-01,39.70
2020-08-01,33.47
2020-09-01,28.27
2020-10-01,19.21
2020-11-01,8.93
2020-12-01,2.96
2021-01-01,1.83
2021-02-01,9.14
2021-03-01,3.74
2021-04-01,2.76
2021-05-01,10.00
2021-06-01,23.75
2021-07-01,25.53
2021-08-01,22.09
2021-09-01,25.43
2021-10-01,13.03
2021-11-01,3.73
2021-12-01,1.86
2022-01-01,1.35
2022-02-01,1.59
2022-03-01,1.44
2022-04-01,4.37
2022-05-01,14.31
2022-06-01,30.76
2022-07-01,39.57
2022-08-01,35.05
2022-09-01,26.32
2022-10-01,17.38
2022-11-01,7.95
2022-12-01,2.56
2023-01-01,2.67
2023-02-01,1.82
2023-03-01,1.44
2023-04-01,1.64
2023-05-01,7.05
2023-06-01,19.62
2023-07-01,31.10
2023-08-01,30.76
2023-09-01,34.19
2023-10-01,28.51
2023-11-01,23.27
2023-12-01,14.78
