Year,SCA
2020-01-01,28.19
2020-02-01,32.27
2020-03-01,33.42
2020-04-01,37.33
2020-05-01,47.39
2020-06-01,70.47
2020-07-01,71.72
2020-08-01,63.23
2020-09-01,53.26
2020-10-01,46.85
2020-11-01,35.70
2020-12-01,25.12
2021-01-01,33.42
2021-02-01,31.74
2021-03-01,33.64
2021-04-01,35.93
2021-05-01,46.46
2021-06-01,64.84
2021-07-01,62.11
2021-08-01,54.45
2021-09-01,50.30
2021-10-01,41.41
2021-11-01,34.97
2021-12-01,31.97
2022-01-01,31.71
2022-02-01,31.85
2022-03-01,35.40
2022-04-01,41.29
2022-05-01,51.84
2022-06-01,69.24
2022-07-01,70.67
2022-08-01,64.68
2022-09-01,56.60
2022-10-01,45.53
2022-11-01,37.50
2022-12-01,32.36
2023-01-01,32.37
2023-02-01,20.67
2023-03-01,43.89
2023-04-01,42.86
2023-05-01,51.40
2023-06-01,66.12
2023-07-01,76.51
2023-08-01,64.75
2023-09-01,56.63
2023-10-01,46.42
2023-11-01,42.24
2023-12-01,37.19
