Year,SCA
2019-11-01,10.64
2019-12-01,6.30
2020-01-01,9.18
2020-02-01,8.26
2020-03-01,9.88
2020-04-01,12.87
2020-05-01,30.74
2020-06-01,48.80
2020-07-01,50.44
2020-08-01,43.13
2020-09-01,31.67
2020-10-01,23.12
2020-11-01,11.83
2020-12-01,9.09
2021-01-01,8.44
2021-02-01,7.65
2021-03-01,9.24
2021-04-01,16.68
2021-05-01,22.85
2021-06-01,41.19
2021-07-01,47.31
2021-08-01,35.27
2021-09-01,28.27
2021-10-01,15.22
2021-11-01,10.33
2021-12-01,7.71
2022-01-01,7.80
2022-02-01,7.85
2022-03-01,10.36
2022-04-01,19.62
2022-05-01,32.31
2022-06-01,47.45
2022-07-01,61.37
2022-08-01,46.91
2022-09-01,29.16
2022-10-01,18.82
2022-11-01,11.25
2022-12-01,8.06
2023-01-01,7.83
2023-02-01,7.80
2023-03-01,15.54
2023-04-01,12.91
2023-05-01,34.69
2023-06-01,51.85
2023-07-01,56.86
2023-08-01,36.86
2023-09-01,31.57
2023-10-01,24.36
2023-11-01,18.06
2023-12-01,11.25
