Year,SCA
2008-05-01,2.97
2008-06-01,12.44
2008-07-01,13.38
2008-08-01,22.13
2008-09-01,12.19
2008-10-01,7.29
2008-11-01,3.60
2008-12-01,1.94
2009-01-01,1.00
2009-02-01,0.66
2009-03-01,0.44
2009-04-01,0.81
2009-05-01,3.13
2009-06-01,6.76
2009-07-01,14.10
2009-08-01,10.74
2009-09-01,9.91
2009-10-01,7.39
2009-11-01,4.25
2009-12-01,3.02
2010-01-01,2.01
2010-02-01,1.23
2010-03-01,0.84
2010-04-01,1.18
2010-05-01,3.28
2010-06-01,10.61
2010-07-01,25.55
2010-08-01,24.41
2010-09-01,15.14
2010-10-01,9.50
2010-11-01,4.12
2010-12-01,2.92
2011-01-01,1.54
2011-02-01,0.86
2011-03-01,0.97
2011-04-01,2.07
2011-05-01,4.07
2011-06-01,9.35
2011-07-01,24.65
2011-08-01,26.22
2011-09-01,16.11
2011-10-01,9.04
2011-11-01,4.59
2011-12-01,2.60
2012-01-01,1.09
2012-02-01,0.67
2012-03-01,0.61
2012-04-01,0.63
2012-05-01,3.23
2012-06-01,10.07
2012-07-01,15.18
2012-08-01,8.52
2012-09-01,5.44
2012-10-01,3.08
2012-11-01,2.43
2012-12-01,1.85
2013-01-01,0.84
2013-02-01,0.60
2013-03-01,0.52
2013-04-01,1.27
2013-05-01,2.51
2013-06-01,11.69
2013-07-01,12.11
2013-08-01,16.01
2013-09-01,9.76
2013-10-01,5.43
2013-11-01,3.23
2013-12-01,1.94
2014-01-01,1.03
2014-02-01,0.62
2014-03-01,0.53
2014-04-01,1.83
2014-05-01,2.68
2014-06-01,21.54
2014-07-01,17.58
2014-08-01,12.52
2014-09-01,8.97
2014-10-01,5.69
2014-11-01,3.23
2014-12-01,2.27
2015-01-01,1.29
2015-02-01,0.66
2015-03-01,0.44
2015-04-01,0.58
2015-05-01,3.46
2015-06-01,14.28
2015-07-01,18.86
2015-08-01,15.94
2015-09-01,11.95
2015-10-01,8.31
2015-11-01,3.84
2015-12-01,2.30
2016-01-01,1.31
2016-02-01,0.70
2016-03-01,0.51
2016-04-01,1.57
2016-05-01,2.01
2016-06-01,3.69
2016-07-01,9.12
2016-08-01,14.16
2016-09-01,7.48
2016-10-01,3.30
2016-11-01,2.15
2016-12-01,1.13
2017-01-01,0.59
2017-02-01,0.41
2017-03-01,0.76
2017-04-01,1.07
2017-05-01,4.40
2017-06-01,14.02
2017-07-01,17.26
2017-08-01,17.40
2017-09-01,13.89
2017-10-01,8.89
2017-11-01,4.78
2017-12-01,3.17
2018-01-01,1.47
2018-02-01,0.72
2018-03-01,0.95
2018-04-01,2.02
2018-05-01,2.95
2018-06-01,19.19
2018-07-01,15.35
2018-08-01,10.36
2018-09-01,6.76
2018-10-01,7.90
2018-11-01,3.49
2018-12-01,2.25
2019-01-01,1.46
2019-02-01,0.78
2019-03-01,0.53
2019-04-01,0.77
2019-05-01,2.24
2019-06-01,12.22
2019-07-01,22.20
2019-08-01,17.19
2019-09-01,11.25
2019-10-01,7.41
2019-11-01,4.16
2019-12-01,2.40
2020-01-01,1.34
2020-02-01,0.74
2020-03-01,0.47
2020-04-01,0.61
2020-05-01,2.77
2020-06-01,7.17
2020-07-01,25.26
2020-08-01,17.95
2020-09-01,12.63
2020-10-01,7.37
2020-11-01,3.97
2020-12-01,2.69
2021-01-01,1.53
2021-02-01,0.65
2021-03-01,0.44
2021-04-01,0.56
2021-05-01,2.10
2021-06-01,8.39
2021-07-01,10.35
2021-08-01,7.87
2021-09-01,9.13
2021-10-01,5.66
2021-11-01,2.64
2021-12-01,1.01
2022-01-01,0.53
2022-02-01,0.37
2022-03-01,0.92
2022-04-01,2.43
2022-05-01,6.46
2022-06-01,10.39
2022-07-01,26.23
2022-08-01,18.07
2022-09-01,12.13
2022-10-01,6.52
2022-11-01,3.85
2022-12-01,1.98
2023-01-01,0.90
2023-02-01,0.48
2023-03-01,0.34
2023-04-01,0.48
2023-05-01,4.69
2023-06-01,13.64
2023-07-01,18.46
2023-08-01,11.48
2023-09-01,11.67
2023-10-01,7.51
2023-11-01,4.23
2023-12-01,2.88
