Year,SCA
2013-05-01,26.81
2013-06-01,45.98
2013-07-01,32.82
2013-08-01,25.38
2013-09-01,25.31
2013-10-01,21.54
2013-11-01,21.42
2013-12-01,16.18
2014-01-01,16.21
2014-02-01,18.60
2014-03-01,19.19
2014-04-01,21.03
2014-05-01,29.01
2014-06-01,35.90
2014-07-01,47.20
2014-08-01,55.96
2014-09-01,24.02
2014-10-01,21.63
2014-11-01,20.69
2014-12-01,16.50
2015-01-01,17.50
2015-02-01,19.05
2015-03-01,20.06
2015-04-01,21.28
2015-05-01,26.78
2015-06-01,42.84
2015-07-01,66.18
2015-08-01,40.66
2015-09-01,26.19
2015-10-01,21.96
2015-11-01,20.86
2015-12-01,17.05
2016-01-01,18.19
2016-02-01,18.95
2016-03-01,19.74
2016-04-01,21.44
2016-05-01,22.87
2016-06-01,27.69
2016-07-01,27.74
2016-08-01,24.81
2016-09-01,22.54
2016-10-01,21.11
2016-11-01,17.45
2016-12-01,14.66
2017-01-01,15.41
2017-02-01,18.79
2017-03-01,19.27
2017-04-01,19.67
2017-05-01,25.73
2017-06-01,38.60
2017-07-01,30.51
2017-08-01,26.96
2017-09-01,23.53
2017-10-01,21.17
2017-11-01,20.90
2017-12-01,16.61
2018-01-01,16.97
2018-02-01,18.38
2018-03-01,18.98
2018-04-01,21.09
2018-05-01,26.63
2018-06-01,58.27
2018-07-01,57.17
2018-08-01,30.75
2018-09-01,24.37
2018-10-01,21.72
2018-11-01,20.54
2018-12-01,16.66
2019-01-01,17.20
2019-02-01,18.52
2019-03-01,19.55
2019-04-01,21.32
2019-05-01,25.83
2019-06-01,34.95
2019-07-01,40.69
2019-08-01,25.94
2019-09-01,23.00
2019-10-01,21.90
2019-11-01,20.18
2019-12-01,16.40
2020-01-01,17.24
2020-02-01,18.55
2020-03-01,20.02
2020-04-01,21.06
2020-05-01,25.21
2020-06-01,56.36
2020-07-01,84.96
2020-08-01,45.69
2020-09-01,22.96
2020-10-01,21.79
2020-11-01,20.27
2020-12-01,17.26
2021-01-01,17.84
2021-02-01,19.78
2021-03-01,19.81
2021-04-01,21.31
2021-05-01,26.17
2021-06-01,59.20
2021-07-01,41.55
2021-08-01,24.54
2021-09-01,22.93
2021-10-01,21.32
2021-11-01,20.35
2021-12-01,18.04
2022-01-01,17.95
2022-02-01,19.04
2022-03-01,19.35
2022-04-01,21.51
2022-05-01,26.38
2022-06-01,29.58
2022-07-01,66.98
2022-08-01,26.83
2022-09-01,23.00
2022-10-01,21.40
2022-11-01,20.80
2022-12-01,17.30
2023-01-01,19.11
2023-02-01,18.59
2023-03-01,19.85
2023-04-01,23.08
2023-05-01,27.57
2023-06-01,34.19
2023-07-01,76.85
2023-08-01,45.01
2023-09-01,23.28
2023-10-01,22.54
2023-11-01,20.74
2023-12-01,17.11
