Year,SCA
2013-07-01,25.00
2013-08-01,24.75
2013-09-01,20.02
2013-10-01,16.14
2013-11-01,10.58
2013-12-01,4.51
2014-01-01,1.66
2014-02-01,1.61
2014-03-01,1.98
2014-04-01,4.15
2014-05-01,20.75
2014-06-01,28.66
2014-07-01,25.87
2014-08-01,23.94
2014-09-01,22.16
2014-10-01,17.74
2014-11-01,12.04
2014-12-01,7.90
2015-01-01,3.24
2015-02-01,2.12
2015-03-01,2.14
2015-04-01,2.08
2015-05-01,5.13
2015-06-01,13.52
2015-07-01,23.49
2015-08-01,26.31
2015-09-01,24.11
2015-10-01,22.37
2015-11-01,17.98
2015-12-01,12.66
2016-01-01,7.02
2016-02-01,3.57
2016-03-01,2.42
2016-04-01,10.32
2016-05-01,20.38
2016-06-01,23.07
2016-07-01,23.90
2016-08-01,22.04
2016-09-01,17.89
2016-10-01,15.88
2016-11-01,11.87
2016-12-01,7.76
2017-01-01,3.78
2017-02-01,2.34
2017-03-01,2.38
2017-04-01,7.53
2017-05-01,17.91
2017-06-01,24.08
2017-07-01,25.07
2017-08-01,26.07
2017-09-01,21.68
2017-10-01,19.17
2017-11-01,12.66
2017-12-01,5.87
2018-01-01,2.57
2018-02-01,1.70
2018-03-01,2.56
2018-04-01,2.33
2018-05-01,4.49
2018-06-01,25.05
2018-07-01,24.78
2018-08-01,23.03
2018-09-01,19.28
2018-10-01,18.88
2018-11-01,12.94
2018-12-01,7.44
2019-01-01,3.01
2019-02-01,1.73
2019-03-01,1.64
2019-04-01,2.18
2019-05-01,3.90
2019-06-01,24.38
2019-07-01,23.94
2019-08-01,19.46
2019-09-01,17.81
2019-10-01,12.19
2019-11-01,5.81
2019-12-01,2.07
2020-01-01,1.27
2020-02-01,1.22
2020-03-01,1.22
2020-04-01,2.61
2020-05-01,4.89
2020-06-01,19.53
2020-07-01,29.93
2020-08-01,25.54
2020-09-01,22.55
2020-10-01,17.65
2020-11-01,10.87
2020-12-01,4.86
2021-01-01,2.02
2021-02-01,4.61
2021-03-01,1.86
2021-04-01,2.59
2021-05-01,7.08
2021-06-01,17.33
2021-07-01,19.52
2021-08-01,18.27
2021-09-01,21.34
2021-10-01,14.03
2021-11-01,5.70
2021-12-01,1.94
2022-01-01,1.09
2022-02-01,1.18
2022-03-01,1.18
2022-04-01,3.05
2022-05-01,14.19
2022-06-01,23.09
2022-07-01,30.73
2022-08-01,26.15
2022-09-01,21.08
2022-10-01,15.08
2022-11-01,9.34
2022-12-01,3.00
2023-01-01,1.67
2023-02-01,1.20
2023-03-01,1.11
2023-04-01,1.36
2023-05-01,14.17
2023-06-01,17.61
2023-07-01,23.43
2023-08-01,23.28
2023-09-01,24.39
2023-10-01,21.81
2023-11-01,18.97
2023-12-01,13.86
