Year,SCA
2009-01-01,1.13
2009-02-01,1.87
2009-03-01,7.06
2009-04-01,8.62
2009-05-01,25.53
2009-06-01,29.89
2009-07-01,25.96
2009-08-01,18.69
2009-09-01,12.02
2009-10-01,5.70
2009-11-01,4.89
2009-12-01,2.27
2010-01-01,2.91
2010-02-01,1.36
2010-03-01,1.72
2010-04-01,9.25
2010-05-01,19.44
2010-06-01,29.12
2010-07-01,36.17
2010-08-01,16.31
2010-09-01,10.68
2010-10-01,4.49
2010-11-01,3.26
2010-12-01,2.34
2011-01-01,1.17
2011-02-01,2.02
2011-03-01,8.38
2011-04-01,8.11
2011-05-01,23.53
2011-06-01,27.44
2011-07-01,34.11
2011-08-01,20.31
2011-09-01,9.44
2011-10-01,2.53
2011-11-01,3.07
2011-12-01,0.56
2012-01-01,1.14
2012-02-01,0.74
2012-03-01,2.07
2012-04-01,6.68
2012-05-01,25.63
2012-06-01,32.88
2012-07-01,31.75
2012-08-01,23.92
2012-09-01,7.09
2012-10-01,7.94
2012-11-01,2.38
2012-12-01,0.53
2013-01-01,1.05
2013-02-01,0.67
2013-03-01,2.51
2013-04-01,7.27
2013-05-01,19.55
2013-06-01,31.67
2013-07-01,27.19
2013-08-01,26.77
2013-09-01,13.33
2013-10-01,3.03
2013-11-01,2.94
2013-12-01,1.14
2014-01-01,1.25
2014-02-01,2.27
2014-03-01,3.52
2014-04-01,6.25
2014-05-01,17.29
2014-06-01,26.40
2014-07-01,31.73
2014-08-01,12.20
2014-09-01,3.80
2014-10-01,4.00
2014-11-01,2.30
2014-12-01,0.57
2015-01-01,0.68
2015-02-01,2.18
2015-03-01,2.31
2015-04-01,4.39
2015-05-01,16.96
2015-06-01,31.00
2015-07-01,28.42
2015-08-01,24.71
2015-09-01,12.55
2015-10-01,3.18
2015-11-01,1.94
2015-12-01,0.50
2016-01-01,0.34
2016-02-01,1.28
2016-03-01,2.73
2016-04-01,5.02
2016-05-01,7.86
2016-06-01,17.95
2016-07-01,15.54
2016-08-01,9.27
2016-09-01,3.48
2016-10-01,3.74
2016-11-01,0.74
2016-12-01,0.72
2017-01-01,1.82
2017-02-01,1.53
2017-03-01,0.88
2017-04-01,4.32
2017-05-01,13.24
2017-06-01,38.34
2017-07-01,31.79
2017-08-01,18.96
2017-09-01,13.35
2017-10-01,2.90
2017-11-01,0.64
2017-12-01,0.84
2018-01-01,1.09
2018-02-01,1.33
2018-03-01,4.33
2018-04-01,10.96
2018-05-01,15.22
2018-06-01,31.82
2018-07-01,33.22
2018-08-01,22.20
2018-09-01,8.00
2018-10-01,2.17
2018-11-01,1.32
2018-12-01,1.66
2019-01-01,2.39
2019-02-01,1.06
2019-03-01,2.21
2019-04-01,5.71
2019-05-01,16.80
2019-06-01,31.84
2019-07-01,23.05
2019-08-01,21.63
2019-09-01,10.82
2019-10-01,4.20
2019-11-01,2.10
2019-12-01,0.82
2020-01-01,2.90
2020-02-01,0.84
2020-03-01,2.26
2020-04-01,5.91
2020-05-01,17.04
2020-06-01,29.20
2020-07-01,33.91
2020-08-01,27.19
2020-09-01,11.12
2020-10-01,3.66
2020-11-01,1.21
2020-12-01,1.02
2021-01-01,1.32
2021-02-01,0.40
2021-03-01,1.44
2021-04-01,5.20
2021-05-01,16.59
2021-06-01,27.14
2021-07-01,30.48
2021-08-01,10.24
2021-09-01,6.17
2021-10-01,4.20
2021-11-01,1.19
2021-12-01,1.10
2022-01-01,0.72
2022-02-01,1.04
2022-03-01,2.14
2022-04-01,8.11
2022-05-01,16.70
2022-06-01,32.57
2022-07-01,40.87
2022-08-01,20.56
2022-09-01,7.73
2022-10-01,3.18
2022-11-01,0.63
2022-12-01,0.96
2023-01-01,0.72
2023-02-01,3.84
2023-03-01,10.14
2023-04-01,7.06
2023-05-01,23.78
2023-06-01,26.08
2023-07-01,42.04
2023-08-01,19.26
2023-09-01,22.20
2023-10-01,5.40
2023-11-01,4.44
2023-12-01,1.76
