Year,SCA
2013-01-01,22.05
2013-02-01,26.52
2013-03-01,24.69
2013-04-01,32.85
2013-05-01,54.77
2013-06-01,72.39
2013-07-01,71.02
2013-08-01,72.53
2013-09-01,72.97
2013-10-01,54.28
2013-11-01,32.27
2013-12-01,19.18
2014-01-01,19.85
2014-02-01,26.69
2014-03-01,25.51
2014-04-01,32.01
2014-05-01,55.86
2014-06-01,75.59
2014-07-01,75.55
2014-08-01,61.77
2014-09-01,61.60
2014-10-01,51.05
2014-11-01,33.01
2014-12-01,19.57
2015-01-01,21.65
2015-02-01,26.93
2015-03-01,25.52
2015-04-01,32.48
2015-05-01,44.74
2015-06-01,72.04
2015-07-01,76.92
2015-08-01,76.84
2015-09-01,67.29
2015-10-01,55.54
2015-11-01,31.75
2015-12-01,19.61
2016-01-01,26.30
2016-02-01,26.35
2016-03-01,25.46
2016-04-01,34.32
2016-05-01,37.84
2016-06-01,48.86
2016-07-01,56.88
2016-08-01,68.47
2016-09-01,59.52
2016-10-01,39.76
2016-11-01,26.65
2016-12-01,15.96
2017-01-01,17.41
2017-02-01,26.24
2017-03-01,24.65
2017-04-01,29.50
2017-05-01,49.31
2017-06-01,76.63
2017-07-01,73.55
2017-08-01,67.59
2017-09-01,52.12
2017-10-01,42.52
2017-11-01,30.83
2017-12-01,20.81
2018-01-01,20.33
2018-02-01,26.37
2018-03-01,27.17
2018-04-01,39.32
2018-05-01,53.81
2018-06-01,67.06
2018-07-01,76.07
2018-08-01,70.39
2018-09-01,67.65
2018-10-01,53.45
2018-11-01,32.56
2018-12-01,19.34
2019-01-01,20.41
2019-02-01,26.25
2019-03-01,25.55
2019-04-01,32.99
2019-05-01,50.91
2019-06-01,70.39
2019-07-01,72.02
2019-08-01,70.72
2019-09-01,66.74
2019-10-01,52.65
2019-11-01,28.68
2019-12-01,19.31
2020-01-01,20.94
2020-02-01,26.58
2020-03-01,26.27
2020-04-01,33.45
2020-05-01,49.90
2020-06-01,79.40
2020-07-01,80.85
2020-08-01,76.07
2020-09-01,58.60
2020-10-01,56.18
2020-11-01,30.20
2020-12-01,18.57
2021-01-01,21.61
2021-02-01,26.21
2021-03-01,25.16
2021-04-01,34.37
2021-05-01,45.24
2021-06-01,72.48
2021-07-01,68.81
2021-08-01,59.25
2021-09-01,61.05
2021-10-01,32.63
2021-11-01,28.93
2021-12-01,20.78
2022-01-01,20.61
2022-02-01,24.94
2022-03-01,26.32
2022-04-01,37.36
2022-05-01,51.12
2022-06-01,74.98
2022-07-01,84.16
2022-08-01,72.02
2022-09-01,66.63
2022-10-01,46.53
2022-11-01,28.20
2022-12-01,20.24
2023-01-01,24.38
2023-02-01,24.93
2023-03-01,27.04
2023-04-01,32.95
2023-05-01,50.08
2023-06-01,81.72
2023-07-01,87.26
2023-08-01,77.76
2023-09-01,63.40
2023-10-01,59.27
2023-11-01,35.42
2023-12-01,20.78
