Year,SCA
2020-08-01,67.62
2020-09-01,44.76
2020-10-01,24.71
2020-11-01,16.22
2020-12-01,14.54
2021-01-01,13.68
2021-02-01,11.41
2021-03-01,11.68
2021-04-01,20.38
2021-05-01,32.43
2021-06-01,60.98
2021-07-01,58.13
2021-08-01,54.49
2021-09-01,39.29
2021-10-01,22.48
2021-11-01,16.02
2021-12-01,12.84
2022-01-01,11.65
2022-02-01,9.66
2022-03-01,12.95
2022-04-01,28.49
2022-05-01,51.60
2022-06-01,63.20
2022-07-01,75.76
2022-08-01,65.46
2022-09-01,45.27
2022-10-01,27.94
2022-11-01,14.34
2022-12-01,12.98
2023-01-01,11.50
2023-02-01,11.50
2023-03-01,20.36
2023-04-01,25.11
2023-05-01,43.07
2023-06-01,69.89
2023-07-01,81.22
2023-08-01,69.29
2023-09-01,49.59
2023-10-01,33.32
2023-11-01,19.92
2023-12-01,9.97
